name,category,price,color,sizes,details,style,about,picture,web
Dr. Martens,1460 Pride 8 Eye Boots,$145.00,Pride Rainbow,"['7', '10']","['Leather: Cowhide', 'Additional contrast laces included', 'Slip-resistant AirWair sole', 'Pull tab at heel', 'Striped print', 'Combat boots', 'Lace-up at front', 'Rounded toe', 'PVC sole', 'Imported, China', 'This item cannot be gift-boxed']",DRMAR30194,"As you might expect from a shoe of such iconic status, the Dr. Martens brand has a storied history that spans more than a century. It begins very quietly in 1901, with the shoemaking Griggs family of Wollaston, England?”and continues in 1945 in Munich, where a young soldier with a foot injury invented an air-cushioned sole to aid his recovery. His name was Dr. Klaus Maertens, and the iconic Dr. Martens combat boot was designed only after his invention made its way to England. On April 1, 1960 (hence the name ??460??, the 8-eye Dr. Martens 1460 boot arrived on the scene?”and never left. As true fashion originals, it's fair to say that Dr. Martens will probably go out of style when jeans do: never!                            See all  Dr. Martens reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/drmar/drmar301941644f/drmar301941644f_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//1460-pride-eye-boot-dr/vp/v=1/1519065537.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1644F
Dr. Martens,1460 SCRIBBLE 8 Eye Boots,$140.00,Black/White,"['5', '6']","['Leather: Cowhide', 'Welt stitching', 'Heel pull tab', 'Americana print', 'Additional contrast laces included', 'Lace-up at top', 'Rounded toe', 'Slip-resistant AirWair PVC sole', 'Imported, China', 'This item cannot be gift-boxed']",DRMAR30261,"As you might expect from a shoe of such iconic status, the Dr. Martens brand has a storied history that spans more than a century. It begins very quietly in 1901, with the shoemaking Griggs family of Wollaston, England?”and continues in 1945 in Munich, where a young soldier with a foot injury invented an air-cushioned sole to aid his recovery. His name was Dr. Klaus Maertens, and the iconic Dr. Martens combat boot was designed only after his invention made its way to England. On April 1, 1960 (hence the name ??460??, the 8-eye Dr. Martens 1460 boot arrived on the scene?”and never left. As true fashion originals, it's fair to say that Dr. Martens will probably go out of style when jeans do: never!                            See all  Dr. Martens reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/drmar/drmar302611138b/drmar302611138b_q2_2-0._UX357_QL90_.jpg,https://www.shopbop.com//1460-scribble-eye-boot-dr/vp/v=1/1580838865.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1138B
Dr. Martens,1460 Serena 8 Eye Boots,$145.00,Butterscotch,"['5', '6', '7', '8', '9', '10', '11']","['Leather: Cowhide', 'Faux fur lining', 'Combat boots', 'Flat profile', 'Lace-up at top', 'Rounded toe', 'Rubber sole', 'Lined', 'Imported, Thailand', 'This item cannot be gift-boxed']",DRMAR30078,"As you might expect from a shoe of such iconic status, the Dr. Martens brand has a storied history that spans more than a century. It begins very quietly in 1901, with the shoemaking Griggs family of Wollaston, England?”and continues in 1945 in Munich, where a young soldier with a foot injury invented an air-cushioned sole to aid his recovery. His name was Dr. Klaus Maertens, and the iconic Dr. Martens combat boot was designed only after his invention made its way to England. On April 1, 1960 (hence the name ??460??, the 8-eye Dr. Martens 1460 boot arrived on the scene?”and never left. As true fashion originals, it's fair to say that Dr. Martens will probably go out of style when jeans do: never!                            See all  Dr. Martens reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/drmar/drmar3007811931/drmar3007811931_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//1460-serena-eye-boot-dr/vp/v=1/1544518831.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=11931
Dr. Martens,1460 Serena 8 Eye Sherpa Boots,$105.00,Dark Brown,['11'],"['Leather: Cowhide', 'Combat boots', 'Flat profile', 'Lace-up at top', 'PVC sole', 'Lined', 'Imported, Thailand', 'This item cannot be gift-boxed']",DRMAR30098,"As you might expect from a shoe of such iconic status, the Dr. Martens brand has a storied history that spans more than a century. It begins very quietly in 1901, with the shoemaking Griggs family of Wollaston, England?”and continues in 1945 in Munich, where a young soldier with a foot injury invented an air-cushioned sole to aid his recovery. His name was Dr. Klaus Maertens, and the iconic Dr. Martens combat boot was designed only after his invention made its way to England. On April 1, 1960 (hence the name ??460??, the 8-eye Dr. Martens 1460 boot arrived on the scene?”and never left. As true fashion originals, it's fair to say that Dr. Martens will probably go out of style when jeans do: never!                            See all  Dr. Martens reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/drmar/drmar3009812224/drmar3009812224_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//1460-serena-eye-sherpa-boots/vp/v=1/1574373062.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=12224
Dr. Martens,1460 Stud 8 Eye Boot,$160.00,Black,"['5', '6', '7', '8', '9', '10', '11']","['Leather: Cowhide', 'Slip-resistant AirWair sole', 'Studded detailing', 'Contrast welt stitching', 'Pull tab at heel', 'Lace-up at top', 'Rounded toe', 'PVC sole', 'Imported, Vietnam', 'This item cannot be gift-boxed']",DRMAR30259,"As you might expect from a shoe of such iconic status, the Dr. Martens brand has a storied history that spans more than a century. It begins very quietly in 1901, with the shoemaking Griggs family of Wollaston, England?”and continues in 1945 in Munich, where a young soldier with a foot injury invented an air-cushioned sole to aid his recovery. His name was Dr. Klaus Maertens, and the iconic Dr. Martens combat boot was designed only after his invention made its way to England. On April 1, 1960 (hence the name ??460??, the 8-eye Dr. Martens 1460 boot arrived on the scene?”and never left. As true fashion originals, it's fair to say that Dr. Martens will probably go out of style when jeans do: never!                            See all  Dr. Martens reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/drmar/drmar302591071c/drmar302591071c_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//1460-stud-eye-boot-dr/vp/v=1/1569028472.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1071C
Dr. Martens,1460 Tartan 8 Eye Boots,$150.00,Red Stewart Print/Blackwatch,"['5', '6', '7', '8', '9', '10', '11']","['Leather: Cowhide', 'Saffiano leather', 'Plaid pattern with dark gradient detail at sides', 'Pull taps', 'Dr. Martens air cushion sole', 'Combat boots', 'Flat profile', 'Lace-up closure', 'Rounded toe', 'Rubber sole', 'Partially lined', 'Imported, China', 'This item cannot be gift-boxed']",DRMAR30260,"As you might expect from a shoe of such iconic status, the Dr. Martens brand has a storied history that spans more than a century. It begins very quietly in 1901, with the shoemaking Griggs family of Wollaston, England?”and continues in 1945 in Munich, where a young soldier with a foot injury invented an air-cushioned sole to aid his recovery. His name was Dr. Klaus Maertens, and the iconic Dr. Martens combat boot was designed only after his invention made its way to England. On April 1, 1960 (hence the name ??460??, the 8-eye Dr. Martens 1460 boot arrived on the scene?”and never left. As true fashion originals, it's fair to say that Dr. Martens will probably go out of style when jeans do: never!                            See all  Dr. Martens reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/drmar/drmar30260170ac/drmar30260170ac_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//1460-tartan-eye-boot-dr/vp/v=1/1582245515.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=170AC
Dr. Martens,1461 3 Eye Oxfords,$120.00,Black,"['5', '6', '7', '8', '9', '10', '11']","['Leather: Cowhide', 'Slip-resistant AirWair sole', 'Oxford/Lace Up', 'Flat profile', 'Lace-up at top', 'Rounded toe', 'PVC sole', 'Imported, Vietnam', 'This item cannot be gift-boxed']",DRMAR30096,"As you might expect from a shoe of such iconic status, the Dr. Martens brand has a storied history that spans more than a century. It begins very quietly in 1901, with the shoemaking Griggs family of Wollaston, England?”and continues in 1945 in Munich, where a young soldier with a foot injury invented an air-cushioned sole to aid his recovery. His name was Dr. Klaus Maertens, and the iconic Dr. Martens combat boot was designed only after his invention made its way to England. On April 1, 1960 (hence the name ??460??, the 8-eye Dr. Martens 1460 boot arrived on the scene?”and never left. As true fashion originals, it's fair to say that Dr. Martens will probably go out of style when jeans do: never!                            See all  Dr. Martens reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/drmar/drmar300961071b/drmar300961071b_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//1461-eye-oxfords-dr-martens/vp/v=1/1524461716.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1071B
Dr. Martens,1461 3 Eye Shoes,$93.75,Script Print Black/White,"['7', '8']","['Leather: Cowhide', 'Slip-resistant AirWair sole', 'Allover graffiti print', 'Oxford shoes', 'Lace-up at top', 'Rounded toe', 'PVC sole', 'Imported, China', 'This item cannot be gift-boxed']",DRMAR30195,"As you might expect from a shoe of such iconic status, the Dr. Martens brand has a storied history that spans more than a century. It begins very quietly in 1901, with the shoemaking Griggs family of Wollaston, England?”and continues in 1945 in Munich, where a young soldier with a foot injury invented an air-cushioned sole to aid his recovery. His name was Dr. Klaus Maertens, and the iconic Dr. Martens combat boot was designed only after his invention made its way to England. On April 1, 1960 (hence the name ??460??, the 8-eye Dr. Martens 1460 boot arrived on the scene?”and never left. As true fashion originals, it's fair to say that Dr. Martens will probably go out of style when jeans do: never!                            See all  Dr. Martens reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/drmar/drmar3019512df5/drmar3019512df5_q1_2-1._UX357_QL90_.jpg,https://www.shopbop.com//1461-eye-shoe-dr-martens/vp/v=1/1523506363.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=12DF5
Dr. Martens,1461 3 Eye Shoe,$130.00,Black/Medium Leopard,"['5', '6', '7', '8', '9', '10', '11']","['Fur: Dyed haircalf (cow), from China', 'Leather: Cowhide', 'Leopard print fur accents', 'Dr. Martens air cushion sole', 'Oxford shoes', 'Flat profile', 'Lace-up closure', 'Rounded toe', 'Rubber sole', 'Imported, Thailand', 'This item cannot be gift-boxed']",DRMAR30262,"As you might expect from a shoe of such iconic status, the Dr. Martens brand has a storied history that spans more than a century. It begins very quietly in 1901, with the shoemaking Griggs family of Wollaston, England?”and continues in 1945 in Munich, where a young soldier with a foot injury invented an air-cushioned sole to aid his recovery. His name was Dr. Klaus Maertens, and the iconic Dr. Martens combat boot was designed only after his invention made its way to England. On April 1, 1960 (hence the name ??460??, the 8-eye Dr. Martens 1460 boot arrived on the scene?”and never left. As true fashion originals, it's fair to say that Dr. Martens will probably go out of style when jeans do: never!                            See all  Dr. Martens reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/drmar/drmar3026210d10/drmar3026210d10_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//1461-eye-shoe-dr-martens/vp/v=1/1589303099.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=10D10
Dr. Martens,1461 Bex 3 Eye Shoe,$130.00,Black,"['5', '6', '7', '8', '9', '10', '11']","['Leather: Cowhide', 'Slip-resistant AirWair sole', 'Platform profile', 'Lace-up at top', 'Rounded toe', 'PVC sole', 'Imported, Vietnam', 'This item cannot be gift-boxed']",DRMAR30267,"As you might expect from a shoe of such iconic status, the Dr. Martens brand has a storied history that spans more than a century. It begins very quietly in 1901, with the shoemaking Griggs family of Wollaston, England?”and continues in 1945 in Munich, where a young soldier with a foot injury invented an air-cushioned sole to aid his recovery. His name was Dr. Klaus Maertens, and the iconic Dr. Martens combat boot was designed only after his invention made its way to England. On April 1, 1960 (hence the name ??460??, the 8-eye Dr. Martens 1460 boot arrived on the scene?”and never left. As true fashion originals, it's fair to say that Dr. Martens will probably go out of style when jeans do: never!                            See all  Dr. Martens reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/drmar/drmar302671071c/drmar302671071c_q1_2-1._UX357_QL90_.jpg,https://www.shopbop.com//1461-bex-eye-shoe-dr/vp/v=1/1519385013.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1071C
Dr. Martens,1461 Mono 3 Eye Shoe,$120.00,White,"['5', '6', '7', '8', '9', '10']","['Leather: Cowhide', 'Goodyear welts', 'Slip-resistant AirWair sole', 'Oxford shoes', 'Flat profile', 'Lace-up at top', 'Rounded toe', 'PVC sole', 'Imported, Thailand', 'This item cannot be gift-boxed']",DRMAR30139,"As you might expect from a shoe of such iconic status, the Dr. Martens brand has a storied history that spans more than a century. It begins very quietly in 1901, with the shoemaking Griggs family of Wollaston, England?”and continues in 1945 in Munich, where a young soldier with a foot injury invented an air-cushioned sole to aid his recovery. His name was Dr. Klaus Maertens, and the iconic Dr. Martens combat boot was designed only after his invention made its way to England. On April 1, 1960 (hence the name ??460??, the 8-eye Dr. Martens 1460 boot arrived on the scene?”and never left. As true fashion originals, it's fair to say that Dr. Martens will probably go out of style when jeans do: never!                            See all  Dr. Martens reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/drmar/drmar30139102ca/drmar30139102ca_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//1461-mono-eye-shoe-dr/vp/v=1/1576761741.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=102CA
Buffalo London,2.0 Rising Towers Sneakers,$168.00,Pepsi,"['36', '37', '38', '39', '40']","['Leather: Cowhide', 'Thick foam rubber platform', 'Logo details', 'Colorblock pattern', 'High tops', 'Lace-up at top', 'Rounded toe', 'Rubber sole', 'Made in Spain', 'This item cannot be gift-boxed']",BUFFL30025,"Make a little room in your streetwear closet: Buffalo London sneakers are back! Originally known for making the cult-favorite platform sneakers that had us all buzzing back in the day, this German footwear label has reimagined its signature shoe with a modern bent. Casually oversized and playfully extreme, Buffalo London platform sneakers are as provocative as they are super comfortable. Light-as-air soles mean no matter how tall these kicks stand, you?™ll be as ready to dance the night away as to explore the city all day. In other words? Buffalo London shoes are officially a must-have for any sneaker buff.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/buffl/buffl30025140a7/buffl30025140a7_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//1300-rising-towers-sneakers-buffalo/vp/v=1/1535974479.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=140A7
